Date,Close,High,Low,Open,Volume
2000-01-03,91.13275909423828,92.89510295295797,90.15367917272734,92.89510295295797,8164300
2000-01-04,87.56889343261719,90.27115356090458,87.50035784965338,89.93826644365178,8089800
2000-01-05,87.72553253173828,88.68503054380416,86.00235242843627,87.68636934757232,12177900
2000-01-06,86.31562805175781,88.6654182891015,86.31562805175781,87.49052317042965,6227200
2000-01-07,91.32855987548828,91.32855987548828,87.7647095544465,87.92136231581098,8066500
2000-01-10,91.64189147949219,92.0531050951053,90.87820905049642,91.64189147949219,5741700
2000-01-11,90.5453109741211,91.54397249221802,89.91869982551127,91.36773810667151,7503700
2000-01-12,89.64453887939453,90.60403700195685,89.52704931336649,90.60403700195685,6907700
2000-01-13,90.858642578125,91.32860107421875,89.78165435791016,90.52575531005859,5158300
2000-01-14,92.09224700927734,92.40555254875181,91.4656359303284,91.81810466223719,7437300
2000-01-18,91.36774444580078,91.87686603936932,90.97611245074805,91.07402044951124,6488500
2000-01-19,92.11183166503906,92.11183166503905,90.85860946551472,91.05442543419039,6157900
2000-01-20,90.70198059082031,92.09227433476423,90.11453252999894,92.09227433476423,5800100
2000-01-21,90.506103515625,91.17187753542838,90.27112444981204,91.17187753542838,6244800
2000-01-24,87.94091033935547,91.387269773719,87.35346270849806,91.26978024754752,7896900
2000-01-25,88.93960571289062,88.93960571289062,87.09893575758201,88.04864312814018,9942500
2000-01-26,88.23468780517578,88.6948553958153,87.7843110143371,88.35217740278587,5158100
2000-01-27,87.88221740722656,89.11585815960073,86.55066865863222,88.88087896867232,10922700
2000-01-28,85.14071655273438,87.76464847961256,84.92531915575182,87.37301684873522,11916200
2000-01-31,87.45140838623047,87.51994397274005,84.59249534897349,85.10161684875898,10768700
2000-02-01,88.31299591064453,88.78295420373887,86.80521305363352,87.56889527991183,8419900
2000-02-02,88.39128875732422,89.13538910574654,87.96049381876394,88.52835987413886,6205900
2000-02-03,89.72286224365234,89.76202543101317,87.72553968825022,88.27382431130178,7997500
2000-02-04,89.35081481933594,90.23198656311637,89.05709090474245,89.72286511115433,4925400
2000-02-07,89.21378326416016,89.4683441031492,88.62633517418544,89.3312728821551,5845800
2000-02-08,90.42778778076172,90.58444050970198,89.99699277617601,90.21239027846887,4936400
2000-02-09,88.52839660644531,90.52571942304726,88.51860580832472,90.52571942304726,8511500
2000-02-10,88.7046890258789,89.33130051568644,88.27389362663622,88.74385224399188,6690600
2000-02-11,86.90311431884766,88.93960009828889,86.4919008441528,88.88085531618962,9849800
2000-02-14,87.41223907470703,87.58847342768023,86.66813847326463,87.58847342768023,8528800
2000-02-15,88.40111541748047,88.48923259975506,86.34504783107323,87.25559204791072,11078300
2000-02-16,87.09894561767578,88.31300466180704,86.97166523401685,87.96053590705927,8845400
2000-02-17,86.6485595703125,87.99968965174789,86.60939637954625,87.99968965174789,7584200
2000-02-18,84.78836059570312,87.02066385388099,84.35756523008986,87.02066385388099,9409200
2000-02-22,84.57292175292969,85.43451206483728,83.67216824502628,84.70999293891498,16415400
